0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,14,15,14,15,14,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,449,443,446,426,432,445,446
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,367,459,459,394,400,437,441
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,470,466,466,470,485,472,472
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,390,271,271,798,798,369,417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,14,15,14,15,14,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,553,394,421,369,398,390,390
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,14,15,14,15,14,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,798,493,500,493,493,477,505
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,798,798,798,483,798,457,556
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,261,261,229,229,547,547
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,798,417,798,798,798,798,798
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,368,798,798,424,798,433,503
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,436,798,798,798,798,461,462
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,798,387,387,387,420,379,379
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,368,798,798,409,409,405,406
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,798,365,384,335,349,282,314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,798,396,413,357,798,332,332
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,323,237,237,284,284,327,798
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,798,798,798,798,798,600,798
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,280,294,294,232,232,361,361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,798,412,423,388,392,407,798
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,222,798,798,798,798,798,798
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,798,798,798,798,380,798
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,273,283,359,360,798,798
