419,428,395,418,798,798,411,476,798,798,404,458,323,362,287,798,182,798,491,798,39,40,39,40
382,382,363,374,289,294,305,309,372,374,251,254,422,428,493,499,478,480,457,467,441,441,410,411
430,430,423,425,416,426,407,421,434,441,371,380,447,447,470,798,501,501,457,457,462,470,448,469
393,409,358,367,354,354,327,340,359,359,345,359,430,435,470,507,369,371,798,798,621,621,411,411
39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40
39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,417,180,180,281,411,325,798,372,798,347,347,305,312,39,40,260,798,396,798,317,798,283,798
39,40,39,40,292,310,332,332,273,273,39,40,316,355,325,455,389,798,798,798,344,798,394,798
228,248,200,200,271,271,292,328,185,185,264,264,307,307,388,798,431,439,292,315,39,40,798,798
798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798
366,798,262,262,39,40,39,40,275,798,39,40,281,281,456,798,413,413,366,381,383,383,429,798
312,428,251,251,331,331,798,798,401,407,798,798,798,798,369,410,483,798,437,437,529,588,798,798
798,798,465,478,403,798,798,798,798,798,798,798,511,798,798,798,798,798,798,798,798,798,798,798
798,798,468,798,456,798,466,719,469,496,447,522,520,798,473,798,521,798,798,798,538,798,564,564
424,521,421,453,404,419,407,416,450,450,481,505,438,444,475,798,462,798,457,798,496,798,798,798
370,379,430,443,417,417,364,365,380,382,359,359,492,566,459,461,798,798,493,494,798,798,537,798
536,798,512,528,504,512,484,530,543,798,527,798,537,539,539,798,798,798,607,798,798,798,561,562
39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40
103,250,341,341,39,40,39,40,338,375,39,40,39,40,39,40,447,460,353,489,350,350,257,257
382,798,353,353,314,314,336,455,285,285,193,278,359,359,798,798,473,490,337,373,798,798,360,391
339,798,205,205,143,798,222,222,316,320,39,40,268,268,300,381,798,798,352,485,405,405,798,798
419,798,420,462,369,393,334,352,375,473,334,344,798,798,798,798,798,798,798,798,798,798,798,798
383,405,366,366,393,413,359,359,798,798,387,396,376,412,386,392,798,798,403,415,372,372,360,360
417,417,337,362,327,327,426,435,399,420,424,434,798,798,459,485,798,798,501,502,482,565,469,470
294,294,597,597,450,450,434,434,409,798,500,798,798,798,479,479,798,798,798,798,521,798,501,798
39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,798,798,798,798,798,798,798,798
371,377,315,315,296,327,509,509,445,487,353,353,459,463,438,465,437,437,400,444,390,395,403,403
508,798,470,417,476,476,555,798,513,549,518,798,587,798,798,798,798,798,798,798,597,798,563,578
514,798,474,798,432,798,522,798,521,798,519,798,798,798,477,798,473,501,427,505,412,798,489,798
410,426,453,798,435,435,453,453,798,798,445,446,501,798,446,556,798,798,798,798,558,558,618,798
501,798,489,798,456,456,485,798,450,798,446,477,798,798,798,798,798,798,528,798,518,798,469,798
458,798,375,453,267,295,360,527,312,424,290,798,354,798,556,798,798,798,521,798,460,798,425,439
322,415,301,798,413,413,798,798,434,450,573,573,798,798,510,798,569,798,520,798,468,798,798,798
439,475,482,497,551,798,497,497,496,496,428,491,550,798,798,798,588,798,495,553,552,564,554,798
247,416,39,40,14,15,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40
549,798,546,549,514,514,507,798,798,798,558,798,549,798,554,798,798,798,798,798,798,798,587,798
374,798,470,473,342,345,399,798,279,302,332,798,410,410,517,517,454,474,438,798,419,436,424,445
528,798,524,599,513,798,482,798,798,798,798,798,583,798,546,588,798,798,574,589,564,798,546,561
200,798,201,798,321,512,39,40,39,40,39,40,221,403,245,798,39,40,39,40,39,40,39,40
467,489,431,437,402,410,427,432,408,411,427,451,798,798,603,798,468,470,470,489,529,798,496,498
175,281,221,233,159,159,39,40,39,40,39,40,190,311,208,346,39,40,39,40,39,40,39,40
361,385,313,319,228,228,370,394,233,322,169,225,240,274,267,308,798,798,500,553,798,798,383,389
271,798,183,271,144,144,263,331,246,332,249,323,333,335,355,355,39,40,39,40,428,798,496,518
798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798
798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798
798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798
798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798
39,40,39,40,39,40,195,195,39,40,39,40,388,403,298,298,798,798,487,487,798,798,498,498
379,387,402,409,324,328,157,174,150,150,244,244,465,492,436,447,466,489,435,435,409,411,798,798
685,798,610,611,606,798,599,798,636,798,576,798,618,798,627,798,593,605,565,594,549,557,553,651
310,322,296,296,262,262,309,309,463,798,419,469,411,420,328,328,423,798,365,365,345,390,313,383
798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798
271,271,203,203,336,336,327,327,406,406,328,328,391,391,798,798,798,798,448,448,798,798,546,546
365,369,331,331,255,283,373,798,798,798,369,388,798,798,448,496,798,798,798,798,518,518,515,798
498,798,492,536,493,493,798,798,798,798,531,798,499,798,564,798,798,798,553,798,540,798,798,798
213,213,115,224,311,392,228,241,196,196,308,356,798,798,798,798,798,798,798,798,798,798,546,546
563,563,549,798,551,554,572,798,544,798,552,798,541,798,798,798,527,798,561,798,562,562,548,798
798,798,798,798,516,539,472,474,487,494,467,472,502,798,523,523,546,798,550,798,798,798,541,551
39,40,39,40,39,40,39,40,262,262,39,40,39,40,329,329,347,355,362,390,473,798,798,798
501,520,481,482,468,468,480,495,508,525,468,474,500,538,555,556,798,798,798,798,798,798,798,798
500,798,509,513,493,503,489,509,520,529,506,516,560,563,524,526,549,550,546,798,562,798,552,553
465,465,503,798,798,798,621,798,798,798,524,798,586,798,798,798,798,798,798,798,798,798,798,798
448,448,442,447,439,444,423,428,493,516,409,409,498,501,449,480,535,798,516,798,486,486,461,484
798,798,798,798,456,798,798,798,798,798,303,798,798,798,798,798,374,798,798,798,39,40,39,40
443,443,400,412,387,401,355,374,459,459,396,406,372,380,440,447,798,798,798,798,798,798,798,798
39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40
798,798,477,798,422,431,303,303,798,798,313,329,468,798,798,798,798,798,798,798,798,798,798,798
39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40
441,445,433,433,427,431,398,398,415,420,407,408,798,798,460,464,798,798,488,798,798,798,501,534
39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40
207,218,200,246,201,201,182,283,170,250,264,285,341,341,798,798,798,798,798,798,798,798,798,798
302,302,310,310,307,314,287,304,385,385,368,369,402,416,463,463,798,798,465,798,798,798,475,489
798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798
